e1CPT_Code_Desc,e1Units,Billed,Avg Billed,CPT Payments,Avg CPT Pay per charge line,Avg Cpt Pay per Unit,Average of ReimbRate,,CPT Code,Value Care,Focal Point,Actual pay,Average of ReimbRate,Unit
UFHRT - Female Hormone Replacement Therapy,6,"1,179",196,214,36,36,68.5%,,UFHRT, Not Found , Not Found , $35.58 ,68.5%,6
38500 - BIOPSYREMOVE LYMPH NODE(S),1,807,807,213,213,213,26.4%,,38500, $586.02 , $527.42 , $213.08 ,26.4%,1
"95972 - ANALYZE NEUROSTIM, COMPLEX (Facility)",7,"1,120",140,213,27,30,26.6%,,95972, $86.29 , $77.66 , $30.43 ,26.6%,7
58350 - CHROMOTUBATION OF OVIDUCT,3,987,329,211,70,70,32.1%,,58350, $271.32 , $244.19 , $70.47 ,32.1%,3
76801 - OB US < 14 WKS SINGLE FETUS,1,271,271,211,211,211,77.9%,,76801, $218.59 , $196.73 , $211.20 ,77.9%,1
L3908 - WRIST COCK-UP NON-MOLDED,6,534,107,210,42,37,42.1%,,L3908, $46.24 , $46.24 , $37.44 ,42.1%,6
"99173 - Visual acuity screening, bilateral","1,683","35,280",21,209,0,0,26.9%,,99173, $4.71 , $4.24 , $0.12 ,26.9%,"1,683"
"29130 - Splint, finger, static",4,320,80,207,52,52,64.5%,,29130, $70.00 , $63.00 , $51.63 ,64.5%,4
99990 - Dr. Connolly NP Missed Appointment Fee,68,280,4,206,3,3,98.4%,,99990, Not Found , Not Found , $3.03 ,98.4%,68
70491 - CT SOFT TISSUE NECK W DYE (Technical),1,550,550,205,205,205,37.3%,,70491, $357.08 , $212.38 , $205.20 ,37.3%,1
28232 - INCISION OF TOE TENDON,1,862,862,204,204,204,23.7%,,28232, $647.34 , $582.61 , $204.21 ,23.7%,1
"54050 - CHEMICAL DESTRUCTION, PENIS",1,307,307,199,199,199,65.0%,,54050, $242.39 , $218.15 , $199.44 ,65.0%,1
99484 - CARE MGMT SVC BHVL HLTH COND,4,408,102,199,50,50,48.7%,,99484, $51.20 , $46.08 , $49.67 ,48.7%,4
"13151 - REPR CMPLX WND, LID/NOSE/EAR/LIPS 1.1-2.5CM",1,786,786,198,198,198,25.2%,,13151, $730.65 , $657.59 , $197.83 ,25.2%,1
91035 - BRAVO (Global),2,"2,094","1,047",197,99,99,9.4%,,91035, $751.03 , $563.90 , $98.53 ,9.4%,2
11740 - Subungual hematoma drainage,2,232,116,194,97,97,83.4%,,11740, $98.35 , $88.52 , $96.78 ,83.4%,2
57452 - Colposcopy (Facility),1,193,193,193,193,193,100.0%,,57452, $219.25 , $197.33 , $193.00 ,100.0%,1
98007 - SYNCH AUDIO-VIDEO EST HI 40,1,193,193,193,193,193,100.0%,,98007, $212.86 , $191.57 , $193.00 ,100.0%,1
42831 - REMOVAL OF ADNOIDS OVER 12 YEARS,1,496,496,191,191,191,38.5%,,42831, $394.54 , $355.09 , $190.96 ,38.5%,1
"11601 - REMOVE MALIG LESION, TRUNK",1,396,396,191,191,191,48.2%,,11601, $393.96 , $354.56 , $190.68 ,48.2%,1
11057 - PARING >4 LESION,4,648,162,188,47,47,64.8%,,11057, $156.77 , $141.09 , $47.04 ,64.8%,4
77001 - FLUOROGUIDE FOR VEIN DEVICE,1,240,240,185,185,185,77.0%,,77001, $33.53 , $141.96 , $184.80 ,77.0%,1
G0447 - BEHAVIOR COUNSEL OBESITY 15M,43,"2,494",57,184,4,4,45.3%,,G0447, $30.80 , $27.72 , $4.28 ,45.3%,43
"90586 - BCG VACCINE, INTRAVESICAL",1,245,245,183,183,183,74.9%,,90586, $190.80 , $190.80 , $183.47 ,74.9%,1
90686 - FLU VAC NO PRSV 4 VAL 3 YRS+,9,225,25,182,20,20,80.9%,,90686, Not Found , Not Found , $20.21 ,80.9%,9
20600 - Small Joint Aspiration/Injection,2,272,136,182,91,91,66.8%,,20600, $90.82 , $81.74 , $90.82 ,66.8%,2
54700 - DRAINAGE OF SCROTUM,1,534,534,181,181,181,33.9%,,54700, $361.56 , $325.40 , $180.78 ,33.9%,1
57410 - PELVIC EXAMINATION,1,345,345,180,180,180,52.1%,,57410, $179.91 , $161.92 , $179.91 ,52.1%,1
72070 - X-RAY EXAM OF SPINE THORACIC 2V (Global),4,290,73,178,45,45,62.5%,,72070, $60.86 , $16.21 , $44.53 ,62.5%,4
20605 - DRAIN/INJ JOINT/BURSA W/O US,2,296,148,178,89,89,60.2%,,20605, $93.72 , $84.35 , $89.04 ,60.2%,2
93248 - EXT ECG>7D<15D REV&INTERPJ,6,510,73,178,25,30,41.9%,,93248, $40.79 , $36.71 , $29.65 ,41.9%,6
93356 - MYOCRD STRAIN IMG SPCKL TRCK,9,765,85,177,20,20,52.2%,,93356, $59.10 , $53.19 , $19.71 ,52.2%,9
71045 - X-RAY EXAM CHEST 1 VIEW (Technical),8,384,48,177,22,22,52.7%,,71045, $31.67 , $14.54 , $22.13 ,52.7%,8
SPPHY - Urgent Care Sports Physical,8,200,25,175,22,22,100.0%,,SPPHY, Not Found , Not Found , $21.88 ,100.0%,8
J3010 - FENTANYL CITRATE INJECITON,179,"1,253",7,175,1,1,13.9%,,J3010, $1.06 , $1.06 , $0.98 ,13.9%,179
17340 - CRYOTHERAPY FOR ACNE,2,216,108,172,86,86,79.9%,,17340, $89.09 , $80.18 , $86.24 ,79.9%,2
L3670 - Shoulder Sling/Sling Shot,2,320,107,172,57,86,53.9%,,L3670, $87.26 , $87.26 , $86.24 ,53.9%,2
47001 - NEEDLE BIOPSY OF LIVER WOT,1,382,382,171,171,171,44.9%,,47001, $177.02 , $159.32 , $171.36 ,44.9%,1
54861 - REMOVAL OF EPIDIDYMIS (Facility),1,"1,422","1,422",170,170,170,12.0%,,54861, $964.36 , $867.92 , $170.07 ,12.0%,1
51715 - ENDOSCOPIC INJECTIONIMPLANT,1,821,821,168,168,168,20.5%,,51715, $649.08 , $584.17 , $168.35 ,20.5%,1
76817 - TRANSVAGINAL US OBSTETRIC,2,230,115,167,84,84,72.8%,,76817, $106.81 , $59.81 , $83.70 ,72.8%,2
57311 - REPAIR URETHROVAGINAL LESION,1,225,225,166,166,166,73.5%,,57311, $950.48 , $855.43 , $165.61 ,73.5%,1
50432 - Percutaneous Nephroureterostomy Catheter (Facility),1,521,521,165,165,165,31.8%,,50432," $1,620.38 "," $1,458.34 ", $165.48 ,31.8%,1
70360 - X-RAY EXAM OF NECK TISSUE (Technical),4,180,45,165,41,41,91.5%,,70360, $16.15 , $14.54 , $41.18 ,91.5%,4
"A9585 - Gadavist 15 ml, waste",505,253,19,164,13,0,65.2%,,A9585, $0.26 , $0.26 , $0.33 ,65.2%,505
38232 - BONE MARROW HARVEST AUTOLOG,1,412,412,163,163,163,39.5%,,38232, $336.11 , $302.50 , $162.68 ,39.5%,1
"76801 - OB US <14 WKS, SINGLE FETUS (Technical)",1,169,169,163,163,163,96.2%,,76801, $218.59 , $196.73 , $162.52 ,96.2%,1
"73060 - X-RAY EXAM OF HUMERUS, 2V (Global)",3,180,60,162,54,54,89.7%,,73060, $14.28 , $53.10 , $53.85 ,89.7%,3
J1010 - Methylprednisolone acetate 1 mg,"1,155",347,18,161,8,0,45.8%,,J1010, $0.13 , $0.13 , $0.14 ,45.8%,"1,155"
11201 - SKIN TAG 10+,6,222,37,160,27,27,72.3%,,11201, $31.24 , $28.12 , $26.74 ,72.3%,6
"76514 - ECHO EXAM OF EYE, THICKNESS",8,284,36,159,20,20,55.9%,,76514, $14.28 , $19.00 , $19.86 ,55.9%,8
96160 - PT-Focused Health Risk Assmt - Humana Only,4,600,150,158,39,39,35.1%,,96160, $4.18 , $3.76 , $39.45 ,35.1%,4
"72125 - CT, CERVICAL SPINE, WO CONTRAST (Technical)",1,493,493,157,157,157,31.9%,,72125, $87.56 , $78.80 , $157.20 ,31.9%,1
"72120 - X-RAY EXAM OF SPINE, LUMBAR BEND V (Technical)",3,300,100,156,52,52,52.2%,,72120, $75.76 , $17.88 , $52.16 ,52.2%,3
28660 - TREAT TOE DISLOCATION,1,253,253,156,156,156,61.8%,,28660, $211.15 , $190.04 , $156.37 ,61.8%,1
"J2919 - Injection, methylprednisolone sodium succinate (5mg)",605,242,11,156,7,0,76.6%,,J2919, Not Found , Not Found , $0.31 ,76.6%,605
"31505 - LARYNGOSCOPY, DIAGNOSTIC",1,304,304,153,153,153,50.3%,,31505, $157.93 , $142.14 , $152.88 ,50.3%,1
J3301 - Kenalog 40MG,141,987,18,153,3,1,15.7%,,J3301, $0.95 , $0.95 , $1.10 ,15.7%,141
"10121 - Foreign body removal, skin,  complex",1,509,509,151,151,151,29.8%,,10121, $456.44 , $410.80 , $151.48 ,29.8%,1
"71101 - X-RAY EXAM OF RIBS, UNI INC PA CHEST (Global)",2,250,125,151,76,76,60.5%,,71101, $54.65 , $70.43 , $75.60 ,60.5%,2
D9987 - CANCELLED APPOINTMENT,77,250,3,150,2,2,100.0%,,D9987, Not Found , Not Found , $1.95 ,100.0%,77
11200 - SKIN TAG UP TO 15 (Facility),1,165,165,150,150,150,90.6%,,11200, $154.46 , $139.01 , $149.52 ,90.6%,1
69090 - PIERCE EARLOBES,1,152,152,149,149,149,98.3%,,69090, $53.22 , $47.90 , $149.44 ,98.3%,1
"A4561 - Pessary Rubber, Any Type",7,525,75,147,21,21,28.0%,,A4561, $20.21 , $20.21 , $21.00 ,28.0%,7
"96405 - CHEMO INTRALESIONAL, UP TO",1,344,344,147,147,147,42.6%,,96405, $131.27 , $118.14 , $146.59 ,42.6%,1
"20205 - MUSCLE BIOPSY, DEEP",1,681,681,146,146,146,21.5%,,20205, $532.22 , $479.00 , $146.23 ,21.5%,1
76706 - US ABDL AORTA SCREEN AAA (Technical),1,210,210,146,146,146,69.4%,,76706, $48.44 , $43.60 , $145.80 ,69.4%,1
G0136 - Adm of soc dtr assess 5-15 m,7,280,40,146,21,21,52.0%,,G0136, Not Found , Not Found , $20.81 ,52.0%,7
"87635 - COVID19, NAA",3,246,82,144,48,48,58.4%,,87635, $51.31 , $46.18 , $47.89 ,58.4%,3
76775 - RETROPERITONEAL LIMITED (Technical),3,507,169,141,47,47,27.8%,,76775, $56.51 , $96.69 , $47.01 ,27.8%,3
"A9585 - Gadavist 10 ml, waste",420,210,8,141,5,0,67.2%,,A9585, $0.26 , $0.26 , $0.34 ,67.2%,420
L4397 - STATIC/DYNAMIC AFO MIN ABM PREFAB,1,270,270,141,141,141,52.0%,,L4397, $140.51 , $140.51 , $140.51 ,52.0%,1
45303 - PROCTOSIGMOIDOSCOPY WDILAT,1,"2,200","2,200",139,139,139,6.3%,,45303," $1,718.72 "," $1,546.85 ", $139.44 ,6.3%,1
45335 - SIGMOIDOSCOPY WDRCTD SBMUC,3,"1,971",657,139,46,46,7.1%,,45335, $520.65 , $468.59 , $46.43 ,7.1%,3
"72084 - XRAY EXAM ENTIRE SPINE, 6+VIEWS (Technical)",1,139,139,139,139,139,100.0%,,72084, $145.93 , $33.53 , $139.00 ,100.0%,1
"95874 - EMG, needle, guidance for chemodenervation",2,212,106,139,69,69,65.5%,,95874, $125.00 , $85.67 , $69.45 ,65.5%,2
49521 - RPR RCR INGNL HERNIA ANY AG,1,971,971,137,137,137,14.1%,,49521," $1,239.73 "," $1,115.76 ", $136.99 ,14.1%,1
73610 - X-RAY EXAM OF ANKLE,1,154,154,137,137,137,88.7%,,73610, $52.79 , $47.51 , $136.62 ,88.7%,1
A4560 - PESSARY,1,136,136,136,136,136,100.0%,,A4560, Not Found , Not Found , $136.00 ,100.0%,1
11106 - INCAL BX SKN SINGLE LES,1,259,259,136,136,136,52.4%,,11106, $271.32 , $244.19 , $135.66 ,52.4%,1
73050 - X-RAY EXAM OF SHOULDER JOINT (Global),4,456,114,135,34,34,29.7%,,73050, $52.79 , $32.42 , $33.86 ,29.7%,4
"76810 - OB US >/= 14 WKS, ADDL FETUS (Global)",1,220,220,134,134,134,60.9%,,76810, $85.70 , $77.13 , $133.96 ,60.9%,1
92020 - SPECIAL EYE EVALUATION,3,171,57,133,44,44,77.7%,,92020, $42.89 , $38.60 , $44.30 ,77.7%,3
76377 - 3D RENDERING W/POSTPROCESS,1,219,219,133,133,133,60.7%,,76377, $69.55 , $119.60 , $132.89 ,60.7%,1
"J1040 - METHYLPREDNISOLONE, 80 MG,",13,312,24,133,10,10,50.3%,,J1040, Not Found , Not Found , $10.22 ,50.3%,13
"77075 - X-RAYS, BONE SURVEY COMPLETE",1,240,240,131,131,131,54.8%,,77075, $136.00 , $166.55 , $131.40 ,54.8%,1
50386 - REMOVE STENT VIA TRANSURETH (Facility),1,413,413,131,131,131,31.8%,,50386," $1,335.76 "," $1,202.18 ", $131.32 ,31.8%,1
57800 - DILATION OF CERVIX CANAL,1,205,205,130,130,130,63.6%,,57800, $134.79 , $121.31 , $130.48 ,63.6%,1
"71120 - X-RAY EXAM OF STERNUM, MIN 2V (Technical)",4,188,47,130,32,32,92.1%,,71120, $62.72 , $15.65 , $32.48 ,92.1%,4
Q4030 - LONG LEG CAST- ADULT,2,240,240,130,130,65,54.1%,,Q4030, $66.51 , $66.51 , $64.96 ,54.1%,2
71047 - X-RAY EXAM CHEST 3 VIEWS (Technical),3,153,51,125,42,42,81.7%,,71047, $78.25 , $70.43 , $41.69 ,81.7%,3
99153 - MOD SED SAME PHYS/QHP EA,9,"1,080",154,125,18,14,11.6%,,99153, $16.74 , $15.07 , $13.92 ,11.6%,9
46606 - Anoscopy w/Biopsy,2,"1,052",526,124,62,62,12.2%,,46606, $502.14 , $451.93 , $62.16 ,12.2%,2
"99358 - PROLONGED SERV, WO CONTACT",1,302,302,123,123,123,40.8%,,99358, $127.01 , $114.31 , $123.20 ,40.8%,1
"92553 - AUDIOMETRY, AIR & BONE",2,138,69,123,62,62,89.2%,,92553, $62.76 , $56.48 , $61.56 ,89.2%,2
11042 - DEB SKIN SUBQ (Facility),1,123,123,123,123,123,100.0%,,11042, $223.88 , $201.49 , $123.00 ,100.0%,1
73501 - X-RAY EXAM HIP UNI 1 VIEW (Technical),3,123,41,123,41,41,100.0%,,73501, $43.47 , $39.12 , $41.00 ,100.0%,3
G0538 - Ascvd rsk mng clin stf pr mo,7,231,33,122,17,17,53.0%,,G0538, $18.80 , $16.92 , $17.49 ,53.0%,7
99441 - PHONE E/M BY PHYS 5-10 MIN,3,240,80,122,41,41,50.8%,,99441, Not Found , Not Found , $40.67 ,50.8%,3
67820 - REVISE EYELASHES,5,740,148,121,24,24,20.5%,,67820, $32.40 , $29.16 , $24.23 ,20.5%,5
"70200 - X-RAY EXAM OF EYE SOCKETS, MIN 3V (Technical)",2,124,62,119,59,59,95.7%,,70200, $90.05 , $58.69 , $59.35 ,95.7%,2
51705 - CHANGE OF BLADDER TUBE (Facility),3,441,147,116,39,39,26.3%,,51705, $166.61 , $149.95 , $38.73 ,26.3%,3
76498 - MRI Fusion Biopsy for Prostate (Professional),4,736,184,115,29,29,15.7%,,76498, $167.05 , $120.16 , $28.83 ,15.7%,4
"29425 - Apply short leg cast, walker",1,262,262,115,115,115,43.7%,,29425, $127.27 , $114.54 , $114.54 ,43.7%,1
"97605 - NEG PRESS WOUND TX, < 50 CM",3,237,79,114,38,38,48.0%,,97605, $65.38 , $58.84 , $37.94 ,48.0%,3
59300 - EPISIOTOMYVAGINAL REPAIR B,1,514,514,113,113,113,21.9%,,59300, $402.64 , $362.38 , $112.72 ,21.9%,1
93244 - EXT ECG>48HR<7D REV&INTERPJ,3,234,59,111,28,37,47.6%,,93244, $37.13 , $33.42 , $37.13 ,47.6%,3
"82310 - ASSAY, CALCIUM IN BLOOD, TO",21,546,26,109,5,5,20.9%,,82310, $5.16 , $4.64 , $5.18 ,20.9%,21
J3490 - Aquasol VIt A,10,"1,360","1,360",109,109,11,8.0%,,J3490, Not Found , Not Found , $10.86 ,8.0%,10
90791 - PSYCH DIAGNOSTIC EVALUATION,1,190,190,107,107,107,56.5%,,90791, $270.39 , $243.35 , $107.42 ,56.5%,1
93015 - Treadmill Stress Test,1,280,70,107,27,107,38.3%,,93015, $109.31 , $98.38 , $107.22 ,38.3%,1
"76817 - TRANSVAGINAL US, OBSTETRIC (Technical)",1,137,137,107,107,107,78.0%,,76817, $106.81 , $59.81 , $106.81 ,78.0%,1
99080 - Special Reports,33,"1,045",32,106,3,3,72.5%,,99080, Not Found , Not Found , $3.21 ,72.5%,33
74021 - X-RAY EXAM ABDOMEN 3+ VIEWS (Technical),2,104,52,103,51,51,98.9%,,74021, $56.51 , $21.24 , $51.43 ,98.9%,2
"92960 - Cardioversion, Electrical, External",1,629,629,103,103,103,16.3%,,92960, $240.58 , $216.52 , $102.66 ,16.3%,1
0358T - BIA WHOLE BODY,7,329,47,102,15,15,72.3%,,0358T, $34.00 , $30.60 , $14.57 ,72.3%,7
J1756 - Venofer 1mg,800,800,200,101,25,0,25.3%,,J1756, $0.24 , $0.24 , $0.13 ,25.3%,800
53600 - Male Initial DILATE URETHRA STRICTURE (Facility),2,282,141,100,50,50,35.3%,,53600, $150.99 , $135.89 , $49.80 ,35.3%,2
"72083 - XRAY EXAM, ENTIRE SPINE, 4-5 V (Technical)",1,111,111,99,99,99,89.5%,,72083, $145.94 , $131.35 , $99.36 ,89.5%,1
98005 - SYNCH AUDIO-VIDEO EST LOW 20,1,98,98,98,98,98,100.0%,,98005, $108.78 , $97.90 , $98.00 ,100.0%,1
"99282 - EMERGENCY DEPT VISIT, LOW-M (Facility)",2,256,128,97,48,48,37.9%,,99282, $49.22 , $44.30 , $48.48 ,37.9%,2
99990 - Missed Appointment - No Charge,300,150,0,96,0,0,96.3%,,99990, Not Found , Not Found , $0.32 ,96.3%,300
"J1010 - Injection, methylprednisolone acetate",757,227,14,93,6,0,41.6%,,J1010, $0.13 , $0.13 , $0.12 ,41.6%,757
20600 - DRAIN/INJ JOINT/BURSA W/O US,1,136,136,91,91,91,66.8%,,20600, $90.82 , $81.74 , $90.82 ,66.8%,1
G0537 - Risk ascvd tst once pr 12 mo,4,160,40,89,22,22,55.5%,,G0537, $22.80 , $20.52 , $22.22 ,55.5%,4
G0443 - BRIEF ALCOHOL MISUSE COUNSEL,4,228,57,88,22,22,51.3%,,G0443, $30.80 , $27.72 , $21.95 ,51.3%,4
"95816 - EEG, Awake & Drowsy (Professional)",1,138,138,87,87,87,62.9%,,95816, $593.08 , $533.77 , $86.82 ,62.9%,1
"72050 - X-RAY EXAM OF SPINE, CERVICAL, 4-5 V (Global)",1,108,108,87,87,87,80.1%,,72050, $98.74 , $88.87 , $86.51 ,80.1%,1
"80053 - METABOLIC PANEL, COMPREHENS (CLIA Waived)",11,370,34,86,8,8,25.7%,,80053, $10.56 , $9.50 , $7.79 ,25.7%,11
58110 - BX DONE WCOLPOSCOPY ADD-ON,1,99,99,86,86,86,86.5%,,58110, $85.62 , $77.06 , $85.62 ,86.5%,1
"65205 - Foreign body removal, conjunctiva, superficial",2,276,138,84,42,42,30.4%,,65205, $49.17 , $44.25 , $42.01 ,30.4%,2
"72110 - X-RAY EXAM OF SPINE, LUMBAR MIN 4V (Global)",1,167,167,83,83,83,49.8%,,72110, $72.04 , $20.68 , $83.25 ,49.8%,1
53600 - Male Initial DILATE URETHRA STRICTURE,1,183,183,83,83,83,45.5%,,53600, $150.99 , $135.89 , $83.19 ,45.5%,1
50390 - DRAINAGE OF KIDNEY LESION,1,210,210,80,80,80,38.2%,,50390, $160.24 , $144.22 , $80.12 ,38.2%,1
0124A - ADM SARSCOV2 30MCG/0.3ML,2,80,40,80,40,40,100.0%,,0124A, Not Found , Not Found , $40.00 ,100.0%,2
DEXNS - Dexa No Show Fee,6,120,20,80,13,13,100.0%,,DEXNS, Not Found , Not Found , $13.33 ,100.0%,6
20605 - Medium Joint Aspiration/Injection,1,148,148,80,80,80,53.8%,,20605, $93.72 , $84.35 , $79.66 ,53.8%,1
11104 - PUNCH BX SKIN SINGLE LESION (Facility),2,344,172,79,40,40,27.9%,,11104, $219.25 , $197.33 , $39.63 ,27.9%,2
"82270 - BLOOD, OCCULT, FECES, 1-3 D",19,228,12,79,4,4,34.6%,,82270, $4.38 , $3.94 , $4.15 ,34.6%,19
20552 - Tendon/Ligament Sheath Injection,1,140,140,78,78,78,55.8%,,20552, $91.98 , $82.78 , $78.18 ,55.8%,1
98013 - SYNCH AUDIO-ONLY EST LOW 20,1,154,154,77,77,77,49.9%,,98013, $99.37 , $89.43 , $76.91 ,49.9%,1
95971 - PERIPHERAL NERVE NEUROSTIMULATOR REPROGRAMMING,1,136,136,75,75,75,55.4%,,95971, $75.31 , $67.78 , $75.31 ,55.4%,1
76816 - OB US LIMITED/RE-EVAL (Professional),1,109,109,75,75,75,68.9%,,76816, $75.14 , $183.88 , $75.14 ,68.9%,1
92555 - SPEECH THRESHOLD AUDIOMETRY,2,92,46,74,37,37,80.4%,,92555, $39.22 , $35.30 , $36.92 ,80.4%,2
"76010 - X-RAY, NOSE TO RECTUM (Technical)",2,78,39,74,37,37,94.6%,,76010, $39.12 , $35.21 , $36.89 ,94.6%,2
15271 - SKIN SUB GRAFT TRNKARMLEG,1,873,873,74,74,74,8.4%,,15271, $267.27 , $240.54 , $73.56 ,8.4%,1
"73565 - X-RAY EXAM OF BOTH KNEES, STANDING, ANTEROPOSTERIOR, 2V (Global)",1,83,83,73,73,73,87.5%,,73565, $15.53 , $53.66 , $72.60 ,87.5%,1
93246 - EXT ECG>7D<15D RECORDING,4,272,68,72,18,18,26.5%,,93246, $21.97 , $19.77 , $18.00 ,26.5%,4
99990 - Initial Consultation No Show Fee,5,830,166,71,14,14,35.7%,,99990, Not Found , Not Found , $14.28 ,35.7%,5
Q4012 - CAST SUP SHT ARM PED FBRGLAS,10,810,116,70,10,7,9.8%,,Q4012, $8.53 , $8.53 , $6.84 ,9.8%,10
Q4038 - SHORT LEG CAST- ADULT,2,296,148,70,35,35,23.7%,,Q4038, $36.02 , $36.02 , $35.15 ,23.7%,2
99080 - RECORDS-1ST REQUEST,2,180,90,70,35,35,77.5%,,99080, Not Found , Not Found , $34.86 ,77.5%,2
49180 - BIOPSY ABDOMINAL MASS,1,404,404,70,70,70,17.3%,,49180, $301.98 , $271.78 , $69.71 ,17.3%,1
"93784 - AMBULATORY BP MONITORING, 2",1,315,158,69,35,69,22.0%,,93784, $70.61 , $63.55 , $69.26 ,22.0%,1
"J1200 - DIPHENHYDRAMINE HCL, TO 50",61,244,4,68,1,1,28.5%,,J1200, $0.99 , $0.99 , $1.12 ,28.5%,61
"73020 - X-RAY EXAM OF SHOULDER, 1V (Global)",2,108,54,68,34,34,62.6%,,73020, $39.74 , $35.77 , $33.78 ,62.6%,2
J0834 - COSYNTROPIN CORTROSYN INJ,2,214,107,67,34,34,31.5%,,J0834, $30.82 , $30.82 , $33.70 ,31.5%,2
90682 - FluBlock Flu Vaccine,1,84,84,66,66,66,78.9%,,90682, Not Found , Not Found , $66.26 ,78.9%,1
51702 - Catheterize bladder (indwelling foley cath) (Facility),1,65,65,65,65,65,100.0%,,51702, $107.02 , $96.32 , $65.00 ,100.0%,1
90785 - PSYTX COMPLEX INTERACTIVE,3,66,22,64,21,21,96.7%,,90785, $22.49 , $20.24 , $21.28 ,96.7%,3
"69220 - SURGICAL CLEANSING, MASTOID",1,304,304,63,63,63,20.7%,,69220, $132.48 , $119.23 , $63.06 ,20.7%,1
91065 - HYDROGEN BREATH TEST,1,147,147,60,60,60,40.5%,,91065, $15.69 , $128.03 , $59.58 ,40.5%,1
"70260 - X-RAY EXAM OF SKULL, COMPLETE (Technical)",1,64,64,58,58,58,91.2%,,70260, $83.21 , $74.89 , $58.37 ,91.2%,1
A4570 - SPLINT FINGER,3,61,20,57,19,19,96.9%,,A4570, Not Found , Not Found , $19.08 ,96.9%,3
S0610 - ANNUAL GYNECOLOGICAL EXAMIN,1,200,200,57,57,57,28.3%,,S0610, $56.50 , Not Found , $56.50 ,28.3%,1
"72120 - X-RAY EXAM OF SPINE, LUMBAR BEND V (Global)",1,141,141,56,56,56,39.7%,,72120, $75.76 , $17.88 , $56.00 ,39.7%,1
J0696 - Ceftriaxone per 250 mg,108,540,12,56,1,1,10.6%,,J0696, $0.53 , $0.53 , $0.52 ,10.6%,108
"86480 - TB TEST, CELL IMMUN MEASURE",1,105,105,56,56,56,53.1%,,86480, $61.98 , $55.78 , $55.78 ,53.1%,1
"74450 - X-RAY, URETHRA/BLADDER",2,480,240,55,28,28,11.5%,,74450, $28.57 , $111.78 , $27.60 ,11.5%,2
"76604 - US CHEST, UP BACK (Technical)",1,125,125,55,55,55,44.2%,,76604, $50.92 , $45.83 , $55.20 ,44.2%,1
83088 - ASSAY OF HISTAMINE,2,144,72,55,27,27,37.9%,,83088, $29.53 , $26.58 , $27.32 ,37.9%,2
"84295 - ASSAY, SODIUM, BLOOD",8,192,24,54,7,7,28.3%,,84295, $4.81 , $4.33 , $6.80 ,28.3%,8
G0403 - ECG 12 lead w/interpretation & report,4,152,38,54,13,13,35.5%,,G0403, $16.80 , $15.12 , $13.47 ,35.5%,4
"J7120 - RINGERS LACTATE, TO 1000 CC",20,540,36,53,4,3,9.8%,,J7120, $2.71 , $2.71 , $2.64 ,9.8%,20
46614 - Anoscopy w/Bleeding Control,1,406,406,52,52,52,12.8%,,46614, $296.77 , $267.09 , $52.08 ,12.8%,1
"J3420 - VITAMIN B-12, TO 1000 MCG,",47,376,8,52,1,1,14.4%,,J3420, $1.05 , $1.05 , $1.11 ,14.4%,47
49084 - PERITONEAL LAVAGE W/IMAGING GUIDANCE,1,212,212,51,51,51,24.3%,,49084, $182.81 , $164.53 , $51.43 ,24.3%,1
G0296 - Counseling Visit for LDCT for Lung Cancer Screening,2,180,90,51,26,26,28.5%,,G0296, $33.60 , $30.24 , $25.65 ,28.5%,2
49423 - EXCHANGE DRAINAGE CATHETER,1,"1,190","1,190",51,51,51,4.3%,,49423," $1,067.91 ", $961.12 , $51.16 ,4.3%,1
Q4006 - LONG ARM CAST- ADULT,3,153,153,51,51,17,33.4%,,Q4006, $25.53 , $25.53 , $17.02 ,33.4%,3
71271 - CT Thorax Low Dose lung cancer screening (Professional),1,51,51,51,51,51,100.0%,,71271, $169.53 , $237.54 , $51.00 ,100.0%,1
98968 - HC PRO PHONE CALL 21-30 MIN,1,83,83,51,51,51,61.2%,,98968, $51.78 , $46.60 , $50.79 ,61.2%,1
90000 - Read billing note,13,100,7,50,3,4,100.0%,,90000, Not Found , Not Found , $3.85 ,100.0%,13
99421 - OL DIG E/M SVC 5-10 MIN,10,275,28,50,5,5,100.0%,,99421, $17.46 , $15.71 , $5.00 ,100.0%,10
"A9585 - Gadavist  7.5 ml, waste",230,115,8,50,3,0,31.7%,,A9585, $0.26 , $0.26 , $0.16 ,31.7%,230
"70220 - X-RAY EXAM OF SINUSES, COMPLETE (Technical)",1,55,55,49,49,49,89.5%,,70220, $70.17 , $45.83 , $49.20 ,89.5%,1
"84132 - ASSAY, BLOOD POTASSIUM",11,253,23,49,4,4,19.3%,,84132, $4.76 , $4.28 , $4.45 ,19.3%,11
92132 - CMPTR OPHTH DX IMG ANT SEGMT,1,130,130,48,48,48,37.0%,,92132, $24.58 , $22.12 , $48.12 ,37.0%,1
82274 - IFOBT,3,96,32,48,16,16,49.8%,,82274, $15.92 , $14.33 , $15.92 ,49.8%,3
51741 - Uroflow (Professional),4,508,127,47,12,12,9.3%,,51741, $14.46 , $21.35 , $11.87 ,9.3%,4
"73562 - X-RAY EXAM OF KNEE, 3V (Professional)",2,62,31,47,24,24,76.1%,,73562, $59.00 , $15.09 , $23.60 ,76.1%,2
E0114 - CRUTCH UNDERARM PAIR ALUMIN,1,115,115,46,46,46,40.1%,,E0114, Not Found , Not Found , $46.16 ,40.1%,1
